<END>	<START>	ArrayList	add	add:TRUE	addAll:FALSE	addAll:TRUE	clear	clone	get	indexOf	isEmpty:FALSE	isEmpty:TRUE	remove	remove:FALSE	remove:TRUE	set	size	toArray
XID:0	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -10.111801629008635 -9.104455619954619 -1.0423080073196693e-06 -5.691483863034334 -8.802821533757015 -7.786335457683628 -7.85041998770086 -6.81590822421003 -8.159895223490924 -9.08356208642478 -9.058299059549956 -7.859351289702137 -8.34000778129143 -9.088607578702616 -7.4170458491967235 -9.732905606375231 -6.7816948317074734 -7.379649933286122 -6.96361724131616
XID:1	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -10.076670322899057 -7.977707588803697 -5.863015081134579e-06 -4.897161793021469 -8.441807778919122 -9.41200227087727 -8.281470493925822 -7.644057757326238 -8.242956333010344 -7.360417936619015 -9.621391181283814 -6.7452687458079215 -8.606586682749231 -8.687532343209222 -9.055629108905954 -8.560947018702736 -7.5314649590419105 -8.587423594561407 -6.3410078052637475
XID:2	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.961820673927502 -8.739241729367395 -4.777241928315603e-07 -8.520067526236014 -6.939081352496961 -9.507249805143346 -8.931815066234492 -7.95243252062789 -8.419429477995564 -9.253941739717893 -8.884722508518484 -8.624006484137997 -8.982387597856444 -7.675727671497393 -9.444314998094523 -8.872738786562131 -8.439191446235773 -9.25085858055899 -6.0002370157330995
XID:3	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.646698425810596 -8.194918877155784 -2.796865469395985e-06 -5.243119964350472 -8.547681258570117 -9.056372411526423 -8.33565239159575 -7.1143043662853875 -7.820081769524698 -8.871184634857102 -9.13797076348788 -6.6802836495901134 -8.854932378028208 -8.905342510619882 -8.661703766718537 -8.51830045410419 -7.8447517110325045 -8.974880060760482 -6.653223091146257
XID:4	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.490809552030079 -8.585899876607469 -1.3028854000280815e-06 -8.17581228190125 -6.646426187298466 -9.356602571259932 -9.029029517502964 -8.845971423931223 -8.331876883009146 -9.638151635666587 -7.927353387754935 -8.834766301306463 -8.894652765836119 -7.377596690771638 -8.771486077358865 -9.168302660145386 -8.413942463790066 -5.889809586466427 -5.862224681695825
XID:5	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.484258821735722 -8.567813544958796 -3.6741468585593908e-06 -8.148517160713864 -6.215096302961635 -8.98482200719474 -9.042822287905295 -8.741469029487742 -8.54830752343108 -9.223286854921927 -8.545943375535085 -8.302138190474949 -6.636264705504024 -6.827247659832993 -8.338506103290868 -8.745236375884618 -8.715732185341682 -8.015233013247535 -5.124315421436752
XID:6	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.472018475868383 -8.404554849358268 -2.214907505716891e-06 -7.488865901762622 -7.094904648329957 -9.297509812478665 -9.14671015005738 -9.03596460096605 -8.713504975417102 -7.9676187963138805 -8.336061012719924 -8.681588596427032 -5.722800430294545 -8.266201240338393 -9.029629317273084 -8.856466699322967 -8.433958007776193 -8.206576518674074 -5.510849877433613
XID:7	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.441740412440495 -8.154891350921552 -2.0194740361528028e-06 -7.705558178787632 -6.995427753878607 -8.989269440169272 -9.39989874430861 -8.716872795384791 -8.405035066597875 -7.9137244021445 -8.263124500081242 -8.23980228442594 -6.204888912526414 -8.494458071398606 -8.519053467102353 -7.704482159521628 -8.36995777064081 -9.080501525719923 -5.408154476777495
XID:8	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.406707064090527 -8.14859016398155 -2.9532125178645415e-06 -5.742600014800399 -8.639313584676298 -7.903880357350165 -8.113490437007899 -9.120935927854996 -7.972956585996269 -8.832724412707469 -9.233908054408623 -8.299573731641184 -8.644827077073195 -7.2276966338029345 -8.907616467767738 -9.00173869940687 -8.140055690545225 -8.619103511998484 -5.301805468947721
XID:9	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.349998145070574 -8.31549044907288 -2.128048175037089e-06 -8.041364289741832 -8.102471708198 -8.850374103940764 -6.3689658989001865 -9.11630870457915 -8.154517035498245 -9.228887416245376 -8.909405719530048 -8.446656537155263 -8.349577943159002 -7.372264617725049 -8.835553275361784 -9.03980387092885 -8.149898965762642 -8.993107275200169 -5.35906026151382
XID:10	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.295904932200859 -8.33708862515865 -5.993305204145373e-06 -5.093770661954142 -7.423008305797211 -9.728553455934549 -8.571521924936366 -9.123166417716309 -8.781508057702549 -8.123043563172677 -10.098371590538347 -8.418868458712222 -8.235609837845345 -8.486438657369693 -9.115279667328487 -9.25911370919864 -7.679620670421286 -6.262922627665475 -5.294313572468851
XID:11	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.295424871833966 -8.518863233959738 -3.1052166467517968e-06 -7.703967168362178 -7.858304676630513 -8.919719679820242 -5.690448012617259 -9.27068533975327 -8.39107764500766 -9.21150709026785 -8.451495088407162 -8.828737743675392 -8.612081688415318 -8.76930852903025 -8.139811476356316 -9.453210007162143 -6.098562036975458 -7.171123718928024 -5.38988415300015
XID:12	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.2843114669003 -7.946923132278179 -2.9097827765463217e-06 -7.643062431554168 -7.6134306790916915 -8.447818661160664 -9.086213863903408 -8.453285787073877 -8.011435915444734 -9.19620561769661 -6.507285528521274 -8.034546029752851 -6.651436409578446 -8.36027608827769 -8.173648587965376 -7.380531490381099 -8.143190932606148 -8.933140388225326 -5.214055290618586
XID:13	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.275690068298001 -7.896558604384079 -4.603545906998609e-06 -7.588070742316979 -9.07692560700482 -8.87126266899074 -6.003059280029846 -7.99717672810351 -8.032120719845496 -8.57465166601534 -8.683377716312249 -8.23229091314851 -9.184437259664849 -8.974628380973211 -8.542056882651814 -8.628471290950532 -5.973579470566106 -8.644678806928198 -5.079763051664216
XID:14	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.273891649108672 -7.596357472014905 -1.1960634730332647e-05 -4.681102097817355 -8.625848641801998 -8.64793493099638 -7.638386322904301 -8.037165266744356 -7.578394658385298 -8.98161876686228 -7.185700851510646 -5.555650633017069 -8.556237337163484 -8.310809366773785 -8.257543931881342 -8.028313482491829 -7.606286090310347 -8.795494914643688 -5.4339873813204855
XID:15	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.256142492106337 -8.092743464852893 -1.1291671208506014e-06 -7.839062596993767 -6.405905214686219 -9.459832345692101 -9.063874783014736 -8.995935107679767 -8.328632120449447 -7.879139857777925 -9.065577067012438 -8.646701506190348 -8.964893521202622 -9.047381454808633 -7.4313341458510145 -8.531023103689746 -8.108765427553578 -8.848880408565893 -5.6511126383554044
XID:16	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.23688286285153 -8.05763912059877 -2.3278246615572443e-06 -7.598632428935909 -8.518933679369821 -8.440603988981248 -6.030474549280137 -8.49055603403795 -7.6888100496481755 -8.669262006842787 -8.841684076420833 -6.905492326473772 -8.453069827602462 -7.643931633771105 -7.9048712892706545 -8.137009198659648 -8.444672014601357 -9.794802946556658 -5.369911017030751
XID:17	-12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -12.0 -9.18846735331124 -8.060512596811215 -3.1052166467517968e-06 -8.065745276538228 -5.64421936839275 -7.719984984360936 -8.767546614132701 -8.702669357747926 -7.820120170423951 -8.81160823657618 -8.452148653935305 -8.280871345395765 -8.824772397498219 -8.983509324831974 -8.271191258924839 -7.556828826621702 -8.20032916768464 -7.577060452651379 -5.307063183141619
