C0	-12.0	-0.00043451177401809815	-0.00043451177401898633	-12.0	-0.00043451177401721	-12.0	-10.666714945752668	-10.666714945752668	-12.0	-12.0	-10.000072418629003	-12.0	-9.333429891505336	-0.00043451177401721	-11.333357472876335	-12.0	-12.0	-8.000144837258008	-0.00043451177401809815	-2.672326281250555	-6.161551985067165	-5.932059458161795	-6.725145627980211	-4.32626758073171	-6.989864278855303	-6.290996116765158	-5.193384108290105	-6.523761125826889	-7.168786995219133	-6.161869517535636	-6.17046688281997	-6.229144023756321	-4.126748880228105	-5.660965288709786	-5.873135100470535	-6.359941473603059	-5.076872500184674	-4.300794081937838
C1	-12.0	-0.00043451177401809815	-0.00043451177401898633	-12.0	-12.000000000000002	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-12.0	-11.744690095995193	-12.0	-7.21926300371405	-5.901437625310321	-4.963138553662551	-2.2609256161957405	-3.753968629284456	-5.444597385941064	-4.548477108019318	-5.346318876181285	-5.9173286218449075	-5.666656776161273	-5.861437274594429	-5.929267191960411	-4.865310511321963	-5.566078523228872	-6.395609026181819	-6.918149210908364	-4.913494774008782	-3.280242724850229	-2.749961713299932
C2	-12.0	-11.99999999999998	-11.999999999999979	-11.999999999999998	-12.000000000000002	-12.000000000000002	-12.0	-12.000000000000002	-12.0	-12.0	-12.000000000000002	-11.999999999999998	-11.999999999999998	-11.999999999999998	-12.0	-12.0	-12.0	-12.000000000000004	-11.999999999999986	-7.9262561469697435	-7.584714830230131	-0.0002460585335208876	-6.666479734282345	-7.00787458010015	-7.4862936998945955	-7.465092577985247	-7.154417899727346	-7.040228906601845	-8.333347052859674	-7.2905826601155495	-7.423452923324466	-7.284445791309903	-8.187881576044086	-7.2431137061157145	-8.004124847842196	-7.2864951129256195	-7.192115848540654	-6.9191884719205365
C3	-12.0	-0.0004345117740178761	-0.00043451177401854224	-6.193758634729363	-12.0	-8.903337938522327	-12.0	-8.516255180837618	-12.0	-11.61291724231529	-10.451668969261164	-12.0	-12.0	-12.0	-10.064586211576454	-12.0	-10.451668969261164	-0.00043451177401898633	-0.00043451177401809815	-3.1627720475939194	-5.615227919715835	-6.128140612596897	-5.072337397355464	-4.288278614469189	-3.563289105499652	-4.78853610634609	-3.675008861891091	-5.726901420649423	-5.981602834883892	-4.779814427829672	-4.381229561422962	-5.3788553448833385	-5.89097032076318	-3.7592495104046595	-5.523071707975436	-4.387674692839122	-3.3697241433754437	-3.302095438177589
C4	-12.0	-0.0004345117740178761	-0.00043451177401854224	-0.8004055443224161	-9.600086902354803	-9.600086902354803	-10.400057934903202	-12.0	-12.0	-11.200028967451601	-11.200028967451601	-12.0	-12.0	-9.600086902354803	-11.200028967451601	-10.400057934903202	-10.400057934903202	-11.200028967451601	-0.00043451177401809815	-3.660787323020471	-6.994752558109492	-7.185513476708934	-6.477923029030542	-7.772775945259507	-8.493386521011187	-7.98686374964559	-7.326781171078698	-7.76138181358297	-7.854289408255243	-8.164912410694026	-7.767923599021339	-9.744747794380334	-7.287070767000172	-8.253631677145124	-6.928060942748801	-6.938339645895967	-7.660436967921407	-6.243628508321425
C5	-12.0	-0.00043451177401854224	-12.000000000000002	-11.999999999999998	-12.000000000000002	-12.0	-11.999999999999998	-12.0	-12.0	-12.0	-12.000000000000002	-12.0	-12.0	-12.0	-12.000000000000002	-12.0	-12.0	-12.000000000000002	-11.999999999999996	-7.28543860027962	-6.369024435759995	-5.415576493570242	-6.763460122969124	-4.535524050077799	-5.849325647331218	-5.768257788738346	-6.77377008404022	-6.0870027140933525	-7.709047791213613	-5.984444949575281	-6.399404656056529	-5.5463201895836765	-8.022547947013994	-6.209563548527237	-6.7892477193004455	-7.14129504917553	-5.984207241640216	-0.46479678710768857
C6	-12.0	-0.00043451177401854224	-0.0004345117740198745	-11.999999999999998	-12.000000000000002	-11.59323506819573	-11.999999999999998	-11.796617534097866	-12.0	-12.0	-11.796617534097866	-12.0	-11.389852602293594	-12.0	-12.000000000000002	-12.0	-12.0	-12.000000000000002	-0.00043451177402964447	-5.794954538195405	-5.611591956194881	-6.517327190517242	-5.715747206158096	-3.923175561157554	-4.308136196458292	-4.520398798356899	-3.7128678450525463	-5.28125298090846	-5.8540109951577834	-4.539150199766404	-3.1657537868199683	-5.721101590034657	-6.139620260891327	-4.368722987845008	-4.911374218982541	-5.516919140597381	-4.020426683168138	-1.5914189101987235
C7	-12.0	-0.0004345117740178761	-0.00043451177401854224	-12.0	-9.692391252264235	-10.153913001811388	-9.692391252264233	-10.61543475135854	-12.0	-12.0	-0.00043451177401721	-11.076956500905693	-11.076956500905693	-12.0	-12.0	-12.0	-12.0	-11.076956500905693	-12.0	-2.8914016909589537	-5.6588416808773525	-6.4681656596018815	-6.683122702664287	-4.358693792048618	-5.509009156622436	-4.59164452081157	-4.113539214633185	-5.157976101468809	-6.4959809909923845	-3.5239666664512304	-4.362263684837844	-5.59366432811478	-5.606075109210857	-5.546407316506574	-5.596188304655621	-5.332491479760768	-4.610233458375251	-4.088899230650179
C8	-12.0	-0.0004345117740178761	-0.00043451177401854224	-12.0	-0.00043451177401721	-11.200028967451601	-11.200028967451601	-11.200028967451601	-11.6000144837258	-12.0	-12.0	-10.400057934903202	-12.0	-12.0	-12.0	-11.6000144837258	-12.0	-11.6000144837258	-12.0	-3.2608921324136206	-5.525867285527079	-6.208904491666964	-5.948539717418184	-2.9362820237705036	-5.985215417234102	-5.490087397849534	-4.219509290809826	-4.093692412233004	-5.549227495180898	-4.808603679670336	-3.8925328918896285	-5.703187948571237	-5.52516015231805	-5.5947318945526625	-4.777037976881875	-4.757243003076315	-4.153589731879151	-4.728685151444217
C9	-12.0	-0.00043451177401854224	-0.0004345117740198745	-0.00043451177402964447	-11.744690095995193	-12.0	-11.999999999999998	-11.489380191990385	-12.0	-11.744690095995193	-11.744690095995193	-12.0	-12.0	-11.744690095995193	-11.234070287985576	-12.0	-10.468140575971152	-12.000000000000002	-0.0004345117740252036	-3.38287123402257	-5.406037052119825	-6.673689336982157	-4.310791283524219	-4.371010532343196	-4.7165068084504105	-4.486752583189004	-4.2440882523105925	-5.387122657053368	-5.427754327346063	-4.4574488784937	-4.002663449130496	-6.040897224601189	-5.203547229224763	-4.335214299919907	-4.768624677384631	-4.096913432842592	-3.4536354829059723	-1.7224195435860787
