C0	-12.0	-11.99999999999998	-11.999999999999979	-11.999999999999998	-12.000000000000002	-12.000000000000002	-12.0	-12.000000000000002	-12.0	-12.0	-12.000000000000002	-11.999999999999998	-11.999999999999998	-11.999999999999998	-12.0	-12.0	-12.0	-12.000000000000004	-11.999999999999986	-7.9262561469697435	-7.584714830230131	-0.0002460585335208876	-6.666479734282345	-7.00787458010015	-7.4862936998945955	-7.465092577985247	-7.154417899727346	-7.040228906601845	-8.333347052859674	-7.2905826601155495	-7.423452923324466	-7.284445791309903	-8.187881576044086	-7.2431137061157145	-8.004124847842196	-7.2864951129256195	-7.192115848540654	-6.9191884719205365
C1	-12.0	-0.00043451177401854224	-0.0004345117740198745	-11.999999999999998	-12.000000000000002	-11.696213531943647	-8.96213531943646	-11.848106765971824	-12.0	-12.0	-11.848106765971824	-11.999999999999998	-11.544320297915469	-11.696213531943645	-12.000000000000002	-11.696213531943647	-11.848106765971822	-12.000000000000002	-0.00043451177403408536	-4.94018735965339	-5.517558694733408	-6.377746455559825	-5.654228090916273	-4.00863907958563	-4.427116394228815	-4.340478299213791	-3.69294811685584	-5.28157663335348	-5.73827796747512	-4.6968474253553305	-3.329163973644874	-5.770841759375736	-5.584866666193027	-4.248797209662516	-4.741364205394822	-5.117915421361623	-4.138633858404112	-1.82312537887214
C2	-12.0	-0.0004345117740183202	-11.999999999999979	-11.999999999999998	-12.000000000000002	-12.000000000000002	-12.0	-12.000000000000002	-12.0	-12.0	-12.000000000000002	-11.999999999999998	-11.999999999999998	-11.999999999999998	-12.0	-12.0	-12.0	-12.000000000000004	-11.999999999999986	-6.501767186295638	-6.040248411606799	-5.064553006555971	-6.978909234958168	-3.7185252735871908	-4.821685036256604	-5.455478627531029	-5.4899160168669265	-5.337785026368015	-7.269140713983433	-4.577783271386496	-5.897573779985862	-4.5449670189814135	-7.6297073733099285	-5.300657974356161	-6.373318522644995	-6.822603000786835	-5.1849614322936795	-2.2149920398790197
C3	-12.0	-0.0004345117740183202	-0.0004345117740194304	-10.064586211576453	-0.0004345117740154336	-11.225834484630582	-10.838751726945873	-11.225834484630582	-12.0	-7.7420896654682	-9.677503453891745	-11.225834484630582	-10.064586211576453	-7.742089665468198	-10.838751726945873	-10.064586211576456	-11.225834484630582	-8.129172423152909	-0.00043451177401809815	-3.5110958418766383	-6.887187518647628	-6.396882222590914	-7.570198244019137	-5.853753836707535	-8.508244525308083	-7.579980461652153	-6.46030507789283	-7.466475064454896	-7.333121553993028	-7.456640612287117	-7.055930733829161	-8.467381488330572	-6.462860000696162	-7.440896288305719	-6.416033877560109	-6.556209923229247	-6.974667885535805	-6.032895154838504
C4	-12.0	-0.00043451177401854224	-0.0004345117740194304	-11.999999999999998	-12.000000000000002	-11.3557280274778	-11.597330017173624	-11.51679602060835	-12.0	-12.0	-10.791990051520877	-11.999999999999998	-11.275194030912523	-12.0	-11.51679602060835	-12.0	-12.0	-11.597330017173627	-11.99999999999999	-4.523608623542361	-5.630558792280338	-6.049895774236558	-5.312573501953814	-3.4283335255856886	-4.644027132656042	-4.425747219904367	-4.14590533816598	-4.915493265773235	-6.170890006877075	-4.246471539691759	-4.7273150458171544	-4.081468183583986	-6.109925465636395	-5.074570681803793	-6.0306167753438435	-5.432229211233372	-3.761017476082161	-3.1938366245141157
C5	-12.0	-0.0004345117740183202	-0.0004345117740194304	-12.0	-0.00043451177401010455	-12.0	-12.0	-11.809530706536096	-12.0	-11.809530706536096	-11.047653532680478	-11.238122826144382	-10.285776358824858	-11.238122826144382	-12.0	-12.0	-11.809530706536096	-11.619061413072192	-5.143105435299439	-3.6096798552155853	-5.229579503781997	-6.124366317679836	-5.185002047929291	-2.609184698282063	-5.031643763152673	-4.905488645976199	-4.026556788886602	-4.40948132789811	-4.3987423204070915	-4.305355728272324	-3.533276198084958	-4.861536804354486	-4.173116244306938	-4.44125064923983	-4.140504760982963	-4.563565016763611	-2.7489344564934144	-2.6361632871855103
C6	-12.0	-0.00043451177401854224	-0.0004345117740198745	-0.0004345117740154336	-11.846159416817617	-11.538478250452847	-11.999999999999998	-10.615434751358542	-12.0	-11.538478250452847	-11.538478250452847	-9.846231835446618	-11.999999999999998	-11.69231883363523	-11.230797084088078	-12.0	-10.461594168176156	-9.53855066908185	-0.00043451177403408536	-2.8601298760154985	-5.466577663110727	-6.6711276699418836	-4.230259450254829	-4.26065991627021	-4.560609875732103	-4.675184480854467	-4.044111537736193	-5.443195903130547	-5.548110006540807	-4.74869514864988	-4.004907106302001	-5.999943334518675	-5.233106197609008	-4.458176804375128	-4.880117356796708	-4.195368400145617	-3.5550282144941336	-2.208651676840696
C7	-12.0	-0.0004345117740178761	-0.00043451177401854224	-12.0	-7.800152079120907	-9.600086902354803	-8.700119490737855	-9.300097765149154	-11.70001086279435	-12.0	-9.000108627943504	-10.500054313971752	-8.400130353532203	-12.0	-8.400130353532203	-11.70001086279435	-12.0	-9.600086902354803	-12.0	-4.087371865047877	-6.8611942231834515	-7.07443681490115	-8.424234288895933	-6.606752626487479	-8.234219240085444	-7.873864166224738	-5.421459993890466	-6.775624220462924	-7.883269237115611	-6.66271643184439	-6.682563331045923	-7.520591450449852	-7.338792071333838	-7.345419424442223	-6.930732953308076	-6.26352870511198	-6.997517334146473	-8.407274880966293
C8	-12.0	-0.00043451177401809815	-0.00043451177401898633	-11.234070287985574	-4.340702879855755	-10.72345047997596	-11.234070287985576	-11.744690095995193	-12.0	-11.489380191990383	-9.446900959951918	-12.0	-11.744690095995193	-11.234070287985576	-8.936281151942303	-11.489380191990385	-11.234070287985576	-0.00043451177401721	-0.5110543197836339	-2.510377475068336	-5.075118762049566	-5.806379453475979	-4.987247503901172	-2.9080891126571085	-3.482939790282413	-3.734966712077301	-3.101336412495367	-4.887029801691492	-5.141819815866426	-3.8137521290961764	-3.4756011326164584	-4.213179827574195	-4.647769121124158	-2.9071037848844163	-4.31569929325874	-4.1080675632552985	-2.350842738357272	-2.1672484789295057
C9	-12.0	-0.0004345117740178761	-0.00043451177401854224	-5.032510361675236	-12.0	-8.129172423152909	-8.516255180837618	-9.677503453891745	-12.0	-11.225834484630582	-10.451668969261164	-7.742089665468198	-12.0	-10.838751726945873	-10.451668969261164	-11.225834484630582	-10.064586211576454	-10.451668969261164	-0.00043451177401809815	-4.769183563119456	-6.944915223770125	-7.2182715907683495	-7.84446351219032	-8.544405676334474	-8.797469765688362	-8.219933370703123	-6.924617760422682	-8.128849142087473	-7.9410938438057475	-8.377278586353745	-7.51015893965247	-9.891896675269997	-7.904108683555865	-8.283149851102845	-7.043794421637587	-6.824776863493012	-8.336818421504791	-6.7264001602276915
